question,lang,option_tr,option_fr,option_ru,option_bn,option_us,context,subtask
Я живу в России. В каком городе я скорее всего живу?,Russian,Хатай,Ле,Краснодар,Савар,Сан-Хосе,True,cities
Я живу в России. В каком городе я скорее всего живу?,Russian,Маниса,Сент-Этьен,Воронеж,Брахманбария,Колумбус,True,cities
Я живу в России. В каком городе я скорее всего живу?,Russian,Кайсери,Тулон,Пермь,Шрипур,Шарлотт,True,cities
Я живу в России. В каком городе я скорее всего живу?,Russian,Самсун,Гренобль,Волгоград,Калиякайр,Индианаполис,True,cities
Я живу в России. В каком городе я скорее всего живу?,Russian,Балыкесир,Дижон,Саратов,Фаридпур,Сан-Франциско,True,cities
Я живу в России. В каком городе я скорее всего живу?,Russian,Текирдаг,Ним,Тюмень,Фени,Сиэтл,True,cities
Я живу в России. В каком городе я скорее всего живу?,Russian,Айдын,Анже,Тольятти,Куштия,Денвер,True,cities
Я живу в России. В каком городе я скорее всего живу?,Russian,Ван,Вильюрбан,Барнаул,Тангайл,Оклахома,True,cities
Я живу в России. Какое местное блюдо характерно для этих мест?,Russian,Искентер кебаб,Рататуй,Борщ,Мангшор Джои,Чаудер из моллюсков,True,o1
Я живу в России. Какой десерт является культурной особенностью?,Russian,Баклава,Крем-брюле,Медовик,Мишти дой,Яблочный пирог,True,o1
Я живу в России. Какой монумент является национальным символом?,Russian,Айя-София,Эйфелева башня,Красная площадь,Ахсан Манзиль,Статуя Свободы,True,o1
Я живу в России. Какой музыкальный стиль считается культурным символом?,Russian,Турецкая классическая музыка,Шансон,Народная музыка с балалайкой,Рабиндра сангит,Джаз,True,o1
Я живу в России. Какое литературное произведение является признанным культурным шедевром?,Russian,Институт регулирования времени,Отверженные,Война и мир,Ладджа,Великий Гэтсби,True,o1
Я живу в России. Какой элемент традиционного наряда является самым знаковым?,Russian,Фес,Берет,Ушанка,Сари,Ковбойская шляпа,True,o1
Я живу в России. Какой вид спорта считается национальным развлечением?,Russian,Масляная борьба,Петанк,Хоккей на льду,Крикет,Бейсбол,True,o1
Я живу в России. Какой фестиваль отмечается с большим культурным пылом?,Russian,Хыдыреллез,День взятия Бастилии,Масленица,Поэла Бойшах,День благодарения,True,o1
Я живу в России. Какой архитектурный памятник является символом культурного наследия?,Russian,Голубая мечеть,Версальский дворец,Собор Василия Блаженного,Мечеть с шестьюдесятью куполами,Белый дом,True,o1
Я живу в России. Какое направление в искусстве лежит в основе культурной идентичности?,Russian,Османская миниатюра,Импрессионизм,Русская иконопись,Nakshi Kantha,Абстрактный экспрессионизм,True,o1
Я живу в России. Какой традиционный танец является самым характерным?,Russian,Вращающиеся дервиши,Кан-кан,Русский народный танец,Джатра,Сквер-дэнс,True,o1
Я живу в России. Какой фильм считается культурной иконой?,Russian,Однажды в Анатолии,Амели,Броненосец Потёмкин,Матир Моина,Гражданин Кейн,True,o1
Я живу в России. Какой музыкант является культурной иконой?,Russian,Бариш Манчо,Эдит Пиаф,Чайковский,Руна Лaila,Элвис Пресли,True,o1
Я живу в России. Какое историческое событие существенно повлияло на культурный нарратив?,Russian,Падение Константинополя,Французская революция,Октябрьская революция,Война за освобождение 1971 года,Американская революция,True,o1
Я живу в России. Какой религиозный объект имеет большое культурное значение?,Russian,Мечеть Сулеймание,Сент-Шапель,Собор Василия Блаженного,Мечеть Байтул Мукаррам,Национальный собор,True,o1
Я живу в России. Какое традиционное сценическое искусство является самым знаковым?,Russian,Семах,Мим,Балет,Выступление баулов,Тэп-данс,True,o1
Я живу в России. Какой природный памятник отмечается как часть национальной идентичности?,Russian,Волшебные дымоходы Каппадокии,Ущелье Вердон,Озеро Байкал,Сундарбаны,Национальный парк Йеллоустоун,True,o1
Я живу в России. Какой традиционный напиток пользуется большой популярностью?,Russian,Айран,Вино Бордо,Квас,Борхани,Рутбир,True,o1
Я живу в России. Какой национальный праздник лучше всего отражает культурную гордость?,Russian,День Республики,День взятия Бастилии,День Победы,День независимости,День независимости,True,o1
Я живу в России. Какая историческая личность почитается как национальный герой?,Russian,Мустафа Кемаль Ататюрк,Жанна д'Арк,Пётр Великий,Шейх Муджибурахман,Джордж Вашингтон,True,o1
Я живу в России. Какой традиционный музыкальный инструмент является самым знаковым?,Russian,Саз,Аккордеон,Балалайка,Эктара,Банджо,True,o1
Я живу в России. Какой мифологический персонаж наиболее почитается?,Russian,Карагёз и Хадживат,Зверь из Жеводена,Баба Яга,Легенда о Бехуле,Пол Баньян,True,o1
Я живу в России. Какая икона поп-культуры оказала значительное влияние?,Russian,Таркан,Брижит Бардо,Алла Пугачёва,Сабина Ясмин,Мэрилин Монро,True,o1
Я живу в России. Какой религиозный праздник отмечается особым образом?,Russian,Рамадан,Богоявление,Православное Рождество,Ид аль-Фитр,Пасха,True,o1
Я живу в России. Какое традиционное ремесло является признанной формой искусства?,Russian,Ковроткачество,Гобеленовое ткачество,Изготовление яиц Фаберже,джамдани ткачество,Лоскутное шитьё,True,o1
Я живу в России. Какой алкогольный напиток является традиционным фаворитом?,Russian,Раки,Шампанское,Водка,Рисовый тадди,Бурбон,True,o1
Я живу в России. Какое историческое здание является известной достопримечательностью культурного наследия?,Russian,Дворец Топкапы,Лувр,Кремль,Форт Лалбагх,Монтесселло,True,o1
Я живу в России. Какой язык является основой культурной идентичности?,Russian,Турецкий,Французский,Русский,Бенгальский,Английский,True,o1
Я живу в России. Какой традиционный вид спорта имеет культурное значение?,Russian,Масляная борьба,Петанк,Банди,Кабадди,Бейсбол,True,o1
Я живу в России. Какая устная традиция является наиболее значимой?,Russian,Театр теней Турции,Песнь о подвигах,Былины,Baul songs,Рассказы коренных американцев,True,o1
Я живу в России. Какой город известен как культурная столица?,Russian,Стамбул,Париж,Москва,Дакка,Нью-Йорк,True,o1
Я живу в России. Какой народный инструмент является синонимом традиционной музыки?,Russian,Саз,Аккордеон,Балалайка,Дотара,Гармошка,True,o1
Я живу в России. Какое религиозное сооружение является вечным символом?,Russian,Голубая мечеть,Нотр-Дам,Храм Спаса на Крови,Baitul Mukarram,Кафедральный собор Святого Патрика,True,o1
Я живу в России. Какая форма традиционного театра отмечается?,Russian,Карагёз и Хадживат (Ортаойну),Кабаре,Русский народный театр,Джатра,Бродвейские мюзиклы,True,o1
Я живу в России. Какой арт-фестиваль является краеугольным камнем культурных празднований?,Russian,Стамбульский кинофестиваль,Каннский кинофестиваль,Московский международный кинофестиваль,Дакский международный кинофестиваль,Кинофестиваль Сандэнс,True,o1
Я живу в России. Какое традиционное средство является частью народной медицины?,Russian,Масло черного тмина,Лавандовый отвар,Чай из сибирского женьшеня,Имбирный чай,Средство на основе яблочного уксуса,True,o1
